"","title","author","subject","abstract","date"
"119","fdnet: frequency domain denoising network for cell segmentation in astrocytes derived from induced pluripotent stem cells","haoran li, jiahua shi, huaming chen, bo du, simon maksour, gabrielle phillips, mirella dottori, jun shen","image and video processing","artificially generated induced pluripotent stem cells (ipscs) from somatic cells play an important role for disease modeling and drug screening of neurodegenerative diseases. astrocytes differentiated from ipscs are important targets to investigate neuronal metabolism. the astrocyte differentiation progress can be monitored through the variations of morphology observed from microscopy images at different differentiation stages, then determined by molecular biology techniques upon maturation. however, the astrocytes usually ``perfectly'' blend into the background and some of them are covered by interference information (i.e., dead cells, media sediments, and cell debris), which makes astrocytes difficult to observe. due to the lack of annotated datasets, the existing state-of-the-art deep learning approaches cannot be used to address this issue. in this paper, we introduce a new task named astrocyte segmentation with a novel dataset, called iai704, which contains 704 images and their corresponding pixel-level annotation masks. moreover, a novel frequency domain denoising network, named fdnet, is proposed for astrocyte segmentation. in detail, our fdnet consists of a contextual information fusion module (cif), an attention block (ab), and a fourier transform block (ftb). cif and ab fuse multi-scale feature embeddings to localize the astrocytes. ftb transforms feature embeddings into the frequency domain and conducts a high-pass filter to eliminate interference information. experimental results demonstrate the superiority of our proposed fdnet over the state-of-the-art substitutes in astrocyte segmentation, shedding insights for ipsc differentiation progress prediction.",2024-02-05
"120","nature's brewery to bedtime: the role of hops in gabaa receptor modulation and sleep promotion","ali y. benkherouf","quantitative methods","insomnia often requires pharmacological interventions, with benzodiazepines and z-drugs enhancing gaba's inhibitory effects by stabilizing gabaa receptor chloride ion channels. prolonged use, however, raises dependency and cognitive concerns. humulus lupulus (hops) is gaining attention as a natural relaxant and sleep aid, potentially modulating gabaa receptors differently. this study explores hops' neuroactive phytochemicals and their therapeutic mechanisms. the alpha-acid humulone and hop prenylflavonoids affect gaba-induced displacement of [3h]ebob in the gabaa receptor, showing flumazenil-insensitive and subtype-selective effects. molecular docking identifies binding sites, with humulone's activity confirmed electrophysiologically and in mouse studies, impacting sleep onset and duration. these findings suggest hops as positive modulators of gabaa receptors, offering insights for sleep aid optimization.",2024-02-03
"121","unveiling molecular moieties through hierarchical graph explainability","paolo sortino, salvatore contino, ugo perricone, roberto pirrone","quantitative methods","background: graph neural networks (gnn) have emerged in very recent years as a powerful tool for supporting in silico virtual screening. in this work we present a gnn which uses graph convolutional architectures to achieve very accurate multi-target screening. we also devised a hierarchical explainable artificial intelligence (xai) technique to catch information directly at atom, ring, and whole molecule level by leveraging the message passing mechanism. in this way, we find the most relevant moieties involved in bioactivity prediction. results: we report a state-of-the-art gnn classifier on twenty cyclin-dependent kinase targets in support of vs. our classifier outperforms previous sota approaches proposed by the authors. moreover, a cdk1-only high-sensitivity version of the gnn has been designed to use our explainer in order to avoid the inherent bias of multi-class models. the hierarchical explainer has been validated by an expert chemist on 19 approved drugs on cdk1. our explainer provided information in accordance to the docking analysis for 17 out of the 19 test drugs. conclusion: our approach is a valid support for shortening both the screening and the hit-to-lead phase. detailed knowledge about the molecular substructures that play a role in the inhibitory action, can help the computational chemist to gain insights into the pharmacophoric function of the molecule also for repurposing purposes.",2024-01-29
"122","development and testing of a novel large language model-based clinical decision support systems for medication safety in 12 clinical specialties","jasmine chiat ling ong, liyuan jin, kabilan elangovan, gilbert yong san lim, daniel yan zheng lim, gerald gui ren sng, yuhe ke, joshua yi min tung, ryan jian zhong, christopher ming yao koh, keane zhi hao lee, xiang chen, jack kian chng, aung than, ken junyang goh, daniel shu wei ting","computation and language","importance: we introduce a novel retrieval augmented generation (rag)-large language model (llm) framework as a clinical decision support systems (cdss) to support safe medication prescription. objective: to evaluate the efficacy of llm-based cdss in correctly identifying medication errors in different patient case vignettes from diverse medical and surgical sub-disciplines, against a human expert panel derived ground truth. we compared performance for under 2 different cdss practical healthcare integration modalities: llm-based cdss alone (fully autonomous mode) vs junior pharmacist + llm-based cdss (co-pilot, assistive mode). design, setting, and participants: utilizing a rag model with state-of-the-art medically-related llms (gpt-4, gemini pro 1.0 and med-palm 2), this study used 61 prescribing error scenarios embedded into 23 complex clinical vignettes across 12 different medical and surgical specialties. a multidisciplinary expert panel assessed these cases for drug-related problems (drps) using the pcne classification and graded severity / potential for harm using revised ncc merp medication error index. we compared. results rag-llm performed better compared to llm alone. when employed in a co-pilot mode, accuracy, recall, and f1 scores were optimized, indicating effectiveness in identifying moderate to severe drps. the accuracy of drp detection with rag-llm improved in several categories but at the expense of lower precision. conclusions this study established that a rag-llm based cdss significantly boosts the accuracy of medication error identification when used alongside junior pharmacists (co-pilot), with notable improvements in detecting severe drps. this study also illuminates the comparative performance of current state-of-the-art llms in rag-based cdss systems.",2024-01-29
"123","user-centric ai analytics for chronic health conditions management","aladdin ayesh","computers and society","the use of ai analytics in health informatics has seen a rapid growth in recent years. in this talk, we look at ai analytics use in managing chronic health conditions such as diabetes, obesity, etc. we focus on the challenges in managing these conditions especially with drug-free approaches due to the variations in individual circumstances. these variations directed the research into user-centric approach leading to variety of research questions. in this short paper, we give examples from recent and current research work and conclude with what, in our opinion, to be the next steps and some remaining open research questions.",2024-01-09
"124","assessing patient eligibility for inspire therapy through machine learning and deep learning models","mohsena chowdhury, tejas vyas, rahul alapati, andrés m bur, guanghui wang","image and video processing","inspire therapy is an fda-approved internal neurostimulation treatment for obstructive sleep apnea. however, not all patients respond to this therapy, posing a challenge even for experienced otolaryngologists to determine candidacy. this paper makes the first attempt to leverage both machine learning and deep learning techniques in discerning patient responsiveness to inspire therapy using medical data and videos captured through drug-induced sleep endoscopy (dise), an essential procedure for inspire therapy. to achieve this, we gathered and annotated three datasets from 127 patients. two of these datasets comprise endoscopic videos focused on the base of the tongue and velopharynx. the third dataset composes the patient's clinical information. by utilizing these datasets, we benchmarked and compared the performance of six deep learning models and five classical machine learning algorithms. the results demonstrate the potential of employing machine learning and deep learning techniques to determine a patient's eligibility for inspire therapy, paving the way for future advancements in this field.",2024-02-01
"125","cnn-fl for biotechnology industry empowered by internet-of-bionano things and digital twins","mohammad (behdad)jamshidi, dinh thai hoang, diep n. nguyen","machine learning","digital twins (dts) are revolutionizing the biotechnology industry by enabling sophisticated digital representations of biological assets, microorganisms, drug development processes, and digital health applications. however, digital twinning at micro and nano scales, particularly in modeling complex entities like bacteria, presents significant challenges in terms of requiring advanced internet of things (iot) infrastructure and computing approaches to achieve enhanced accuracy and scalability. in this work, we propose a novel framework that integrates the internet of bio-nano things (iobnt) with advanced machine learning techniques, specifically convolutional neural networks (cnn) and federated learning (fl), to effectively tackle the identified challenges. within our framework, iobnt devices are deployed to gather image-based biological data across various physical environments, leveraging the strong capabilities of cnns for robust machine vision and pattern recognition. subsequently, fl is utilized to aggregate insights from these disparate data sources, creating a refined global model that continually enhances accuracy and predictive reliability, which is crucial for the effective deployment of dts in biotechnology. the primary contribution is the development of a novel framework that synergistically combines cnn and fl, augmented by the capabilities of the iobnt. this novel approach is specifically tailored to enhancing dts in the biotechnology industry. the results showcase enhancements in the reliability and safety of microorganism dts, while preserving their accuracy. furthermore, the proposed framework excels in energy efficiency and security, offering a user-friendly and adaptable solution. this broadens its applicability across diverse sectors, including biotechnology and pharmaceutical industries, as well as clinical and hospital settings.",2024-01-31
"126","comparative analysis of llama and chatgpt embeddings for molecule embedding","shaghayegh sadeghi, alan bui, ali forooghi, jianguo lu, alioune ngom","biomolecules","purpose: large language models (llms) like chatgpt and llama are increasingly recognized for their potential in the field of cheminformatics, particularly in interpreting simplified molecular input line entry system (smiles), a standard method for representing chemical structures. these llms can decode smiles strings into vector representations, providing a novel approach to understanding chemical graphs. methods: we investigate the performance of chatgpt and llama in embedding smiles strings. our evaluation focuses on two key applications: molecular property (mp) prediction and drug-drug interaction (ddi) prediction, both essential in drug development and healthcare. results: we find that smiles embeddings generated using llama outperform those from chatgpt in both mp and ddi prediction tasks. notably, llama-based smiles embeddings show results comparable to existing methods in both prediction tasks. conclusion: the application of llms in cheminformatics, particularly in utilizing smiles embeddings, shows significant promise for advancing drug development. this includes improving the prediction of chemical properties and facilitating the drug discovery process. github: this https url",2024-01-05
"127","hybrid quantum cycle generative adversarial network for small molecule generation","matvei anoshin, asel sagingalieva, christopher mansell, vishal shete, markus pflitsch, alexey melnikov","biomolecules","the contemporary drug design process demands considerable time and resources to develop each new compound entering the market. generating small molecules is a pivotal aspect of drug discovery, essential for developing innovative pharmaceuticals. uniqueness, validity, diversity, druglikeliness, synthesizability, and solubility molecular pharmacokinetic properties, however, are yet to be maximized. this work introduces several new generative adversarial network models based on engineering integration of parametrized quantum circuits into known molecular generative adversarial networks. the introduced machine learning models incorporate a new multi-parameter reward function grounded in reinforcement learning principles. through extensive experimentation on benchmark drug design datasets, qm9 and pc9, the introduced models are shown to outperform scores achieved previously. most prominently, the new scores indicate an increase of up to 30% in the druglikeness quantitative estimation. the new hybrid quantum machine learning algorithms, as well as the achieved scores of pharmacokinetic properties, contribute to the development of fast and accurate drug discovery processes.",2023-12-28
"128","hypermultiplexed integrated tensor optical processor","shaoyuan ou, alexander sludds, ryan hamerly, ke zhang, hanke feng, eric zhong, cheng wang, dirk englund, mengjie yu, zaijun chen","emerging technologies","the escalating data volume and complexity resulting from the rapid expansion of artificial intelligence (ai), internet of things (iot) and 5g/6g mobile networks is creating an urgent need for energy-efficient, scalable computing hardware. here we demonstrate a hypermultiplexed integrated tensor optical processor (hitop) that performs trillions of operations per second (teraops) at the energy cost of 25 femtojoule per operation (25 fj/op). based on space-time-wavelength three-dimensional (3d) data streaming, hitop is built with arrays of wafer-fabricated iii/v-based micron-scale lasers (spanning ~1 thz) incorporating thin-film lithium-niobate electro-optic (eo) photonics. multidimensional parallelism allows matrix-matrix multiplications ($n^{3}$ operations) using $o(n)$ devices, facilitating scalable on-chip integration. with each device activating 10 billion parameters per second, the hitop scalability is validated in machine learning models with 405,000 parameters, which is 25,000 times more than previous integrated optical systems. a combination of high clockrates (10 gs/s), parallel processing and real-time reprogrammability unlocks the full potential of light for next-generation ai accelerators in applications ranging from training with trillions of parameters, real-time decision making in autonomous vehicles and robotics, dynamic optimization in smart manufacturing, to complex simulation for climate modeling and drug discovery.",2024-01-31
"129","graph multi-similarity learning for molecular property prediction","hao xu, zhengyang zhou, pengyu hong","machine learning","enhancing accurate molecular property prediction relies on effective and proficient representation learning. it is crucial to incorporate diverse molecular relationships characterized by multi-similarity (self-similarity and relative similarities) between molecules. however, current molecular representation learning methods fall short in exploring multi-similarity and often underestimate the complexity of relationships between molecules. additionally, previous multi-similarity approaches require the specification of positive and negative pairs to attribute distinct predefined weights to different relative similarities, which can introduce potential bias. in this work, we introduce graph multi-similarity learning for molecular property prediction (graphmsl) framework, along with a novel approach to formulate a generalized multi-similarity metric without the need to define positive and negative pairs. in each of the chemical modality spaces (e.g.,molecular depiction image, fingerprint, nmr, and smiles) under consideration, we first define a self-similarity metric (i.e., similarity between an anchor molecule and another molecule), and then transform it into a generalized multi-similarity metric for the anchor through a pair weighting function. graphmsl validates the efficacy of the multi-similarity metric across moleculenet datasets. furthermore, these metrics of all modalities are integrated into a multimodal multi-similarity metric, which showcases the potential to improve the performance. moreover, the focus of the model can be redirected or customized by altering the fusion function. last but not least, graphmsl proves effective in drug discovery evaluations through post-hoc analyses of the learnt representations.",2024-01-31
"130","a large dataset curation and benchmark for drug target interaction","alex golts, vadim ratner, yoel shoshan, moshe raboh, sagi polaczek, michal ozery-flato, daniel shats, liam hazan, sivan ravid, efrat hexter","biomolecules","bioactivity data plays a key role in drug discovery and repurposing. the resource-demanding nature of \textit{in vitro} and \textit{in vivo} experiments, as well as the recent advances in data-driven computational biochemistry research, highlight the importance of \textit{in silico} drug target interaction (dti) prediction approaches. while numerous large public bioactivity data sources exist, research in the field could benefit from better standardization of existing data resources. at present, different research works that share similar goals are often difficult to compare properly because of different choices of data sources and train/validation/test split strategies. additionally, many works are based on small data subsets, leading to results and insights of possible limited validity. in this paper we propose a way to standardize and represent efficiently a very large dataset curated from multiple public sources, split the data into train, validation and test sets based on different meaningful strategies, and provide a concrete evaluation protocol to accomplish a benchmark. we analyze the proposed data curation, prove its usefulness and validate the proposed benchmark through experimental studies based on an existing neural network model.",2024-01-30
"131","molpla: a molecular pretraining framework for learning cores, r-groups and their linker joints","mogan gim, jueon park, soyon park, sanghoon lee, seungheun baek, junhyun lee, ngoc-quang nguyen, jaewoo kang","machine learning","molecular core structures and r-groups are essential concepts in drug development. integration of these concepts with conventional graph pre-training approaches can promote deeper understanding in molecules. we propose molpla, a novel pre-training framework that employs masked graph contrastive learning in understanding the underlying decomposable parts inmolecules that implicate their core structure and peripheral r-groups. furthermore, we formulate an additional framework that grants molpla the ability to help chemists find replaceable r-groups in lead optimization scenarios. experimental results on molecular property prediction show that molpla exhibits predictability comparable to current state-of-the-art models. qualitative analysis implicate that molpla is capable of distinguishing core and r-group sub-structures, identifying decomposable regions in molecules and contributing to lead optimization scenarios by rationally suggesting r-group replacements given various query core templates. the code implementation for molpla and its pre-trained model checkpoint is available at this https url",2024-01-30
"132","fast dual-regularized autoencoder for sparse biological data","aleksandar poleksic","machine learning","relationship inference from sparse data is an important task with applications ranging from product recommendation to drug discovery. a recently proposed linear model for sparse matrix completion has demonstrated surprising advantage in speed and accuracy over more sophisticated recommender systems algorithms. here we extend the linear model to develop a shallow autoencoder for the dual neighborhood-regularized matrix completion problem. we demonstrate the speed and accuracy advantage of our approach over the existing state-of-the-art in predicting drug-target interactions and drug-disease associations.",2024-01-30
"133","learning big logical rules by joining small rules","céline hocquette, andreas niskanen, rolf morel, matti järvisalo, andrew cropper","machine learning","a major challenge in inductive logic programming is learning big rules. to address this challenge, we introduce an approach where we join small rules to learn big rules. we implement our approach in a constraint-driven system and use constraint solvers to efficiently join rules. our experiments on many domains, including game playing and drug design, show that our approach can (i) learn rules with more than 100 literals, and (ii) drastically outperform existing approaches in terms of predictive accuracies.",2024-01-29
"134","a multi-grained symmetric differential equation model for learning protein-ligand binding dynamics","shengchao liu, weitao du, yanjing li, zhuoxinran li, vignesh bhethanabotla, nakul rampal, omar yaghi, christian borgs, anima anandkumar, hongyu guo, jennifer chayes","machine learning","in drug discovery, molecular dynamics (md) simulation for protein-ligand binding provides a powerful tool for predicting binding affinities, estimating transport properties, and exploring pocket sites. there has been a long history of improving the efficiency of md simulations through better numerical methods and, more recently, by utilizing machine learning (ml) methods. yet, challenges remain, such as accurate modeling of extended-timescale simulations. to address this issue, we propose neuralmd, the first ml surrogate that can facilitate numerical md and provide accurate simulations in protein-ligand binding. we propose a principled approach that incorporates a novel physics-informed multi-grained group symmetric framework. specifically, we propose (1) a bindingnet model that satisfies group symmetry using vector frames and captures the multi-level protein-ligand interactions, and (2) an augmented neural differential equation solver that learns the trajectory under newtonian mechanics. for the experiment, we design ten single-trajectory and three multi-trajectory binding simulation tasks. we show the efficiency and effectiveness of neuralmd, with a 2000$\times$ speedup over standard numerical md simulation and outperforming all other ml approaches by up to 80% under the stability metric. we further qualitatively show that neuralmd reaches more stable binding predictions compared to other machine learning methods.",2024-01-26
"135","anti-cd44-conjugated olive oil liquid nanocapsules for targeting pancreatic cancer stem cells","saul a. navarro-marchal, carmen grinan-lisan, jose manuel entrena, gloria ruiz-alcala, maria tristan-manzano, francisco martin, ignacio perez-victoria, jose manuel peula-garcia, juan antonio marchal","biological physics","the latest trends in cancer research and nanomedicine focus on using nanocarriers to target cancer stem cells (cscs). specifically, lipid liquid nanocapsules are usually developed as nanocarriers for lipophilic drug delivery. here, we developed olive oil liquid ncs (o2lncs) functionalized by covalent coupling of an anti-cd44-fluorescein isothiocyanate antibody ({\alpha}cd44). first, o2lncs are formed by a core of olive oil surrounded by a shell containing phospholipids, a nonionic surfactant, and deoxycholic acid molecules. then, o2lncs were coated with an {\alpha}cd44 antibody ({\alpha}cd44-o2lnc). the optimization of an {\alpha}cd44 coating procedure, a complete physicochemical characterization, as well as clear evidence of their efficacy in vitro and in vivo were demonstrated. our results indicate the high targeted uptake of these {\alpha}cd44-o2lncs, and the increased antitumor efficacy (up to four times) of paclitaxel-loaded-{\alpha}cd44-o2lnc compared to free paclitaxel in pancreatic cscs (pcscs). also, {\alpha}cd44-o2lncs were able to selectively target pcscs in an orthotopic xenotransplant in vivo model.",2024-01-25
"136","endowing protein language models with structural knowledge","dexiong chen, philip hartout, paolo pellizzoni, carlos oliver, karsten borgwardt","quantitative methods","understanding the relationships between protein sequence, structure and function is a long-standing biological challenge with manifold implications from drug design to our understanding of evolution. recently, protein language models have emerged as the preferred method for this challenge, thanks to their ability to harness large sequence databases. yet, their reliance on expansive sequence data and parameter sets limits their flexibility and practicality in real-world scenarios. concurrently, the recent surge in computationally predicted protein structures unlocks new opportunities in protein representation learning. while promising, the computational burden carried by such complex data still hinders widely-adopted practical applications. to address these limitations, we introduce a novel framework that enhances protein language models by integrating protein structural data. drawing from recent advances in graph transformers, our approach refines the self-attention mechanisms of pretrained language transformers by integrating structural information with structure extractor modules. this refined model, termed protein structure transformer (pst), is further pretrained on a small protein structure database, using the same masked language modeling objective as traditional protein language models. empirical evaluations of pst demonstrate its superior parameter efficiency relative to protein language models, despite being pretrained on a dataset comprising only 542k structures. notably, pst consistently outperforms the state-of-the-art foundation model for protein sequences, esm-2, setting a new benchmark in protein function prediction. our findings underscore the potential of integrating structural information into protein language models, paving the way for more effective and efficient protein modeling code and pretrained models are available at this https url.",2024-01-26
"137","pepgb: facilitating peptide drug discovery via graph neural networks","yipin lei, xu wang, meng fang, han li, xiang li, jianyang zeng","biomolecules","peptides offer great biomedical potential and serve as promising drug candidates. currently, the majority of approved peptide drugs are directly derived from well-explored natural human peptides. it is quite necessary to utilize advanced deep learning techniques to identify novel peptide drugs in the vast, unexplored biochemical space. despite various in silico methods having been developed to accelerate peptide early drug discovery, existing models face challenges of overfitting and lacking generalizability due to the limited size, imbalanced distribution and inconsistent quality of experimental data. in this study, we propose pepgb, a deep learning framework to facilitate peptide early drug discovery by predicting peptide-protein interactions (peppis). employing graph neural networks, pepgb incorporates a fine-grained perturbation module and a dual-view objective with contrastive learning-based peptide pre-trained representation to predict peppis. through rigorous evaluations, we demonstrated that pepgb greatly outperforms baselines and can accurately identify peppis for novel targets and peptide hits, thereby contributing to the target identification and hit discovery processes. next, we derive an extended version, dipepgb, to tackle the bottleneck of modeling highly imbalanced data prevalent in lead generation and optimization processes. utilizing directed edges to represent relative binding strength between two peptide nodes, dipepgb achieves superior performance in real-world assays. in summary, our proposed frameworks can serve as potent tools to facilitate peptide early drug discovery.",2024-01-26
"138","improving antibody humanness prediction using patent data","talip ucar, aubin ramon, dino oglic, rebecca croasdale-wood, tom diethe, pietro sormanni","quantitative methods","we investigate the potential of patent data for improving the antibody humanness prediction using a multi-stage, multi-loss training process. humanness serves as a proxy for the immunogenic response to antibody therapeutics, one of the major causes of attrition in drug discovery and a challenging obstacle for their use in clinical settings. we pose the initial learning stage as a weakly-supervised contrastive-learning problem, where each antibody sequence is associated with possibly multiple identifiers of function and the objective is to learn an encoder that groups them according to their patented properties. we then freeze a part of the contrastive encoder and continue training it on the patent data using the cross-entropy loss to predict the humanness score of a given antibody sequence. we illustrate the utility of the patent data and our approach by performing inference on three different immunogenicity datasets, unseen during training. our empirical results demonstrate that the learned model consistently outperforms the alternative baselines and establishes new state-of-the-art on five out of six inference tasks, irrespective of the used metric.",2024-01-25
"139","dual-trigger release of berberine chloride from the gelatin/perfluorohexane core-shell structure","mahshid givarian, fathollah moztarzadeh, maryam ghaffari, amirhossein bahmanpour, maryam mollazadeh-bajestani, manijhe mokhtari-dizaji, fatemeh mehradnia","quantitative methods","the development of smart nanocarriers that enable controlled drug release in response to internal and external triggers is an emerging approach for targeted therapy. this study focused on designing ph-sensitive, ultrasound-responsive gelatin/perfluorohexane (pfh) nanodroplets loaded with berberine chloride as a model drug. the nanodroplets were prepared using an emulsion technique and optimized by varying process parameters like homogenization rate, polymer concentration, surfactant, drug, and perfluorocarbon content. the optimal formulation yielded nanodroplets with a particle size of 281.7 nm, a drug encapsulation efficiency of 66.8, and a passive drug release of 15.4 within 24 hours. characterization confirmed successful encapsulation and ph-responsive behavior. ultrasound stimulation significantly enhanced drug release, with 150 khz being more effective than 1 mhz in triggering acoustic droplet vaporization while minimizing heat generation. after 10 minutes of radiation, the optimal formulation showed 89.4% cumulative drug release. the nanodroplets displayed stability over one month at 4°c. overall, the dual-triggered nanodroplets demonstrate excellent potential for controlled delivery and targeted release of berberine chloride.",2024-01-25
"140","inverse molecular design with multi-conditional diffusion guidance","gang liu, jiaxin xu, tengfei luo, meng jiang","machine learning","inverse molecular design with diffusion models holds great potential for advancements in material and drug discovery. despite success in unconditional molecule generation, integrating multiple properties such as synthetic score and gas permeability as condition constraints into diffusion models remains unexplored. we introduce multi-conditional diffusion guidance. the proposed transformer-based denoising model has a condition encoder that learns the representations of numerical and categorical conditions. the denoising model, consisting of a structure encoder-decoder, is trained for denoising under the representation of conditions. the diffusion process becomes graph-dependent to accurately estimate graph-related noise in molecules, unlike the previous models that focus solely on the marginal distributions of atoms or bonds. we extensively validate our model for multi-conditional polymer and small molecule generation. results demonstrate our superiority across metrics from distribution learning to condition control for molecular properties. an inverse polymer design task for gas separation with feedback from domain experts further demonstrates its practical utility.",2024-01-24
"141","a bayesian hierarchical mixture cure modelling framework to utilize multiple survival datasets for long-term survivorship estimates: a case study from previously untreated metastatic melanoma","nathan green, murat kurt, andriy moshyk, james larkin, gianluca baio","applications","time to an event of interest over a lifetime is a central measure of the clinical benefit of an intervention used in a health technology assessment (hta). within the same trial multiple end-points may also be considered. for example, overall and progression-free survival time for different drugs in oncology studies. a common challenge is when an intervention is only effective for some proportion of the population who are not clinically identifiable. therefore, latent group membership as well as separate survival models for groups identified need to be estimated. however, follow-up in trials may be relatively short leading to substantial censoring. we present a general bayesian hierarchical framework that can handle this complexity by exploiting the similarity of cure fractions between end-points; accounting for the correlation between them and improving the extrapolation beyond the observed data. assuming exchangeability between cure fractions facilitates the borrowing of information between end-points. we show the benefits of using our approach with a motivating example, the checkmate 067 phase 3 trial consisting of patients with metastatic melanoma treated with first line therapy.",2024-01-24
"142","the assessment of replicability using the sum of p-values","leonhard held, samuel pawel, charlotte micheloud","applications","statistical significance of both the original and the replication study is a commonly used criterion to assess replication attempts, also known as the two-trials rule in drug development. however, replication studies are sometimes conducted although the original study is non-significant, in which case type-i error rate control across both studies is no longer guaranteed. we propose an alternative method to assess replicability using the sum of p-values from the two studies. the approach provides a combined p-value and can be calibrated to control the overall type-i error rate at the same level as the two-trials rule but allows for replication success even if the original study is non-significant. the unweighted version requires a less restrictive level of significance at replication if the original study is already convincing which facilitates sample size reductions of up to 10%. downweighting the original study accounts for possible bias and requires a more stringent significance level and larger samples sizes at replication. data from four large-scale replication projects are used to illustrate and compare the proposed method with the two-trials rule, meta-analysis and fisher's combination method.",2024-01-24
"143","tepi: taxonomy-aware embedding and pseudo-imaging for scarcely-labeled zero-shot genome classification","sathyanarayanan aakur, vishalini r. laguduva, priyadharsini ramamurthy, akhilesh ramachandran","genomics","a species' genetic code or genome encodes valuable evolutionary, biological, and phylogenetic information that aids in species recognition, taxonomic classification, and understanding genetic predispositions like drug resistance and virulence. however, the vast number of potential species poses significant challenges in developing a general-purpose whole genome classification tool. traditional bioinformatics tools have made notable progress but lack scalability and are computationally expensive. machine learning-based frameworks show promise but must address the issue of large classification vocabularies with long-tail distributions. in this study, we propose addressing this problem through zero-shot learning using tepi, taxonomy-aware embedding and pseudo-imaging. we represent each genome as pseudo-images and map them to a taxonomy-aware embedding space for reasoning and classification. this embedding space captures compositional and phylogenetic relationships of species, enabling predictions in extensive search spaces. we evaluate tepi using two rigorous zero-shot settings and demonstrate its generalization capabilities qualitatively on curated, large-scale, publicly sourced data.",2024-01-24
"144","quantum-inspired machine learning for molecular docking","runqiu shu, bowen liu, zhaoping xiong, xiaopeng cui, yunting li, wei cui, man-hong yung, nan qiao","chemical physics","molecular docking is an important tool for structure-based drug design, accelerating the efficiency of drug development. complex and dynamic binding processes between proteins and small molecules require searching and sampling over a wide spatial range. traditional docking by searching for possible binding sites and conformations is computationally complex and results poorly under blind docking. quantum-inspired algorithms combining quantum properties and annealing show great advantages in solving combinatorial optimization problems. inspired by this, we achieve an improved in blind docking by using quantum-inspired combined with gradients learned by deep learning in the encoded molecular space. numerical simulation shows that our method outperforms traditional docking algorithms and deep learning-based algorithms over 10\%. compared to the current state-of-the-art deep learning-based docking algorithm diffdock, the success rate of top-1 (rmsd<2) achieves an improvement from 33\% to 35\% in our same setup. in particular, a 6\% improvement is realized in the high-precision region(rmsd<1) on molecules data unseen in diffdock, which demonstrates the well-generalized of our method.",2024-01-22
"145","a dynamic model to study the potential tb infections and assessment of control strategies in china","chuanqing xu, kedeng cheng, songbai guo, dehui yuan, xiaoyu zhao","populations and evolution","china is one of the countries with a high burden of tuberculosis, and although the number of new cases of tuberculosis has been decreasing year by year, the number of new infections per year has remained high and the diagnosis rate of tuberculosis-infected patients has remained low. based on the analysis of tb infection data, we develop a model of tb transmission dynamics that include potentially infected individuals and bcg vaccination, fit the model parameters to the data on new tb cases, calculate the basic reproduction number \mathcal{r}_v= 0.4442. a parametric sensitivity analysis of \mathcal{r}_v is performed, and we obtained the correlation coefficients of bcg vaccination rate and effectiveness rate with \mathcal{r}_v as -0.810, -0.825. according to the model, we estimate that there are 614,186 (95% ci [562,631,665,741]) potentially infected tb cases in china, accounting for about 39.5% of the total number of tb cases. we assess the feasibility of achieving the goals of the who strategy to end tuberculosis in china and find that reducing the number of new cases by 90 per cent by 2035 is very difficult with the current tuberculosis control measures. however, with an effective combination of control measures such as increased detection of potentially infected persons, improved drug treatment, and reduction of overall exposure to tuberculosis patients, it is feasible to reach the who strategic goal of ending tuberculosis by 2035.",2024-01-23
"146","machine learning modeling of sirna structure-potency relationship with applications against sars-cov-2 spike gene","damilola oshunyinka","biomolecules","the pharmaceutical research and development (r&d) process is lengthy and costly, taking nearly a decade to bring a new drug to the market. however, advancements in biotechnology, computational methods, and machine learning algorithms have the potential to revolutionize drug discovery, speeding up the process and improving patient outcomes. the covid-19 pandemic has further accelerated and deepened the recognition of the potential of these techniques, especially in the areas of drug repurposing and efficacy predictions. meanwhile, non-small molecule therapeutic modalities such as cell therapies, monoclonal antibodies, and rna interference (rnai) technology have gained importance due to their ability to target specific disease pathways and/or patient populations. in the field of rnai, many experiments have been carried out to design and select highly efficient sirnas. however, the established patterns for efficient sirnas are sometimes contradictory and unable to consistently determine the most potent sirna molecules against a target mrna. thus, this paper focuses on developing machine learning models based on the cheminformatics representation of the nucleotide composition (i.e. autgc) of sirna to predict their potency and aid the selection of the most efficient sirnas for further development. the pls (partial least square) and svr (support vector regression) machine learning models built in this work outperformed previously published models. these models can help in predicting sirna potency and aid in selecting the best sirna molecules for experimental validation and further clinical development. the study has demonstrated the potential of ai/machine learning models to help expedite sirna-based drug discovery including the discovery of potent sirnas against sars-cov-2.",2024-01-18
