"","title","author","subject","abstract","meta"
"120","Nature's Brewery to Bedtime: The Role of Hops in GABAA Receptor Modulation and Sleep Promotion","Ali Y. Benkherouf","Quantitative Methods (q-bio.QM)","Insomnia often requires pharmacological interventions, with benzodiazepines and Z-drugs enhancing GABA's inhibitory effects by stabilizing GABAA receptor chloride ion channels. Prolonged use, however, raises dependency and cognitive concerns. Humulus lupulus (hops) is gaining attention as a natural relaxant and sleep aid, potentially modulating GABAA receptors differently. This study explores hops' neuroactive phytochemicals and their therapeutic mechanisms. The alpha-acid humulone and hop prenylflavonoids affect GABA-induced displacement of [3H]EBOB in the GABAA receptor, showing flumazenil-insensitive and subtype-selective effects. Molecular docking identifies binding sites, with humulone's activity confirmed electrophysiologically and in mouse studies, impacting sleep onset and duration. These findings suggest hops as positive modulators of GABAA receptors, offering insights for sleep aid optimization.","Sat, 3 Feb 2024 12:06:30 UTC (6,093 KB)"
"121","Unveiling Molecular Moieties through Hierarchical Graph Explainability","Paolo Sortino, Salvatore Contino, Ugo Perricone, Roberto Pirrone","Quantitative Methods (q-bio.QM)","Background: Graph Neural Networks (GNN) have emerged in very recent years as a powerful tool for supporting in silico Virtual Screening. In this work we present a GNN which uses Graph Convolutional architectures to achieve very accurate multi-target screening. We also devised a hierarchical Explainable Artificial Intelligence (XAI) technique to catch information directly at atom, ring, and whole molecule level by leveraging the message passing mechanism. In this way, we find the most relevant moieties involved in bioactivity prediction. Results: We report a state-of-the-art GNN classifier on twenty Cyclin-dependent Kinase targets in support of VS. Our classifier outperforms previous SOTA approaches proposed by the authors. Moreover, a CDK1-only high-sensitivity version of the GNN has been designed to use our explainer in order to avoid the inherent bias of multi-class models. The hierarchical explainer has been validated by an expert chemist on 19 approved drugs on CDK1. Our explainer provided information in accordance to the docking analysis for 17 out of the 19 test drugs. Conclusion: Our approach is a valid support for shortening both the screening and the hit-to-lead phase. Detailed knowledge about the molecular substructures that play a role in the inhibitory action, can help the computational chemist to gain insights into the pharmacophoric function of the molecule also for repurposing purposes.","Mon, 29 Jan 2024 17:23:25 UTC (2,064 KB)[v2] Thu, 29 Feb 2024 16:05:32 UTC (2,065 KB)"
"122","Development and Testing of a Novel Large Language Model-Based Clinical Decision Support Systems for Medication Safety in 12 Clinical Specialties","Jasmine Chiat Ling Ong, Liyuan Jin, Kabilan Elangovan, Gilbert Yong San Lim, Daniel Yan Zheng Lim, Gerald Gui Ren Sng, Yuhe Ke, Joshua Yi Min Tung, Ryan Jian Zhong, Christopher Ming Yao Koh, Keane Zhi Hao Lee, Xiang Chen, Jack Kian Chng, Aung Than, Ken Junyang Goh, Daniel Shu Wei Ting","Computation and Language (cs.CL)","Importance: We introduce a novel Retrieval Augmented Generation (RAG)-Large Language Model (LLM) framework as a Clinical Decision Support Systems (CDSS) to support safe medication prescription. Objective: To evaluate the efficacy of LLM-based CDSS in correctly identifying medication errors in different patient case vignettes from diverse medical and surgical sub-disciplines, against a human expert panel derived ground truth. We compared performance for under 2 different CDSS practical healthcare integration modalities: LLM-based CDSS alone (fully autonomous mode) vs junior pharmacist + LLM-based CDSS (co-pilot, assistive mode). Design, Setting, and Participants: Utilizing a RAG model with state-of-the-art medically-related LLMs (GPT-4, Gemini Pro 1.0 and Med-PaLM 2), this study used 61 prescribing error scenarios embedded into 23 complex clinical vignettes across 12 different medical and surgical specialties. A multidisciplinary expert panel assessed these cases for Drug-Related Problems (DRPs) using the PCNE classification and graded severity / potential for harm using revised NCC MERP medication error index. We compared. Results RAG-LLM performed better compared to LLM alone. When employed in a co-pilot mode, accuracy, recall, and F1 scores were optimized, indicating effectiveness in identifying moderate to severe DRPs. The accuracy of DRP detection with RAG-LLM improved in several categories but at the expense of lower precision. Conclusions This study established that a RAG-LLM based CDSS significantly boosts the accuracy of medication error identification when used alongside junior pharmacists (co-pilot), with notable improvements in detecting severe DRPs. This study also illuminates the comparative performance of current state-of-the-art LLMs in RAG-based CDSS systems.","Mon, 29 Jan 2024 16:03:29 UTC (1,025 KB)[v2] Sat, 17 Feb 2024 21:13:16 UTC (1,082 KB)"
"123","User-Centric AI Analytics for Chronic Health Conditions Management","Aladdin Ayesh","Computers and Society (cs.CY)","The use of AI analytics in health informatics has seen a rapid growth in recent years. In this talk, we look at AI analytics use in managing chronic health conditions such as diabetes, obesity, etc. We focus on the challenges in managing these conditions especially with drug-free approaches due to the variations in individual circumstances. These variations directed the research into user-centric approach leading to variety of research questions. In this short paper, we give examples from recent and current research work and conclude with what, in our opinion, to be the next steps and some remaining open research questions.","Tue, 9 Jan 2024 17:22:04 UTC (285 KB)"
"124","Assessing Patient Eligibility for Inspire Therapy through Machine Learning and Deep Learning Models","Mohsena Chowdhury, Tejas Vyas, Rahul Alapati, Andrés M Bur, Guanghui Wang","Image and Video Processing (eess.IV)","Inspire therapy is an FDA-approved internal neurostimulation treatment for obstructive sleep apnea. However, not all patients respond to this therapy, posing a challenge even for experienced otolaryngologists to determine candidacy. This paper makes the first attempt to leverage both machine learning and deep learning techniques in discerning patient responsiveness to Inspire therapy using medical data and videos captured through Drug-Induced Sleep Endoscopy (DISE), an essential procedure for Inspire therapy. To achieve this, we gathered and annotated three datasets from 127 patients. Two of these datasets comprise endoscopic videos focused on the Base of the Tongue and Velopharynx. The third dataset composes the patient's clinical information. By utilizing these datasets, we benchmarked and compared the performance of six deep learning models and five classical machine learning algorithms. The results demonstrate the potential of employing machine learning and deep learning techniques to determine a patient's eligibility for Inspire therapy, paving the way for future advancements in this field.","Thu, 1 Feb 2024 23:53:12 UTC (890 KB)"
"125","CNN-FL for Biotechnology Industry Empowered by Internet-of-BioNano Things and Digital Twins","Mohammad (Behdad)Jamshidi, Dinh Thai Hoang, Diep N. Nguyen","Machine Learning (cs.LG)","Digital twins (DTs) are revolutionizing the biotechnology industry by enabling sophisticated digital representations of biological assets, microorganisms, drug development processes, and digital health applications. However, digital twinning at micro and nano scales, particularly in modeling complex entities like bacteria, presents significant challenges in terms of requiring advanced Internet of Things (IoT) infrastructure and computing approaches to achieve enhanced accuracy and scalability. In this work, we propose a novel framework that integrates the Internet of Bio-Nano Things (IoBNT) with advanced machine learning techniques, specifically convolutional neural networks (CNN) and federated learning (FL), to effectively tackle the identified challenges. Within our framework, IoBNT devices are deployed to gather image-based biological data across various physical environments, leveraging the strong capabilities of CNNs for robust machine vision and pattern recognition. Subsequently, FL is utilized to aggregate insights from these disparate data sources, creating a refined global model that continually enhances accuracy and predictive reliability, which is crucial for the effective deployment of DTs in biotechnology. The primary contribution is the development of a novel framework that synergistically combines CNN and FL, augmented by the capabilities of the IoBNT. This novel approach is specifically tailored to enhancing DTs in the biotechnology industry. The results showcase enhancements in the reliability and safety of microorganism DTs, while preserving their accuracy. Furthermore, the proposed framework excels in energy efficiency and security, offering a user-friendly and adaptable solution. This broadens its applicability across diverse sectors, including biotechnology and pharmaceutical industries, as well as clinical and hospital settings.","Wed, 31 Jan 2024 23:40:44 UTC (7,386 KB)"
"126","Comparative Analysis of LLaMA and ChatGPT Embeddings for Molecule Embedding","Shaghayegh Sadeghi, Alan Bui, Ali Forooghi, Jianguo Lu, Alioune Ngom","Biomolecules (q-bio.BM)","Purpose: Large Language Models (LLMs) like ChatGPT and LLaMA are increasingly recognized for their potential in the field of cheminformatics, particularly in interpreting Simplified Molecular Input Line Entry System (SMILES), a standard method for representing chemical structures. These LLMs can decode SMILES strings into vector representations, providing a novel approach to understanding chemical graphs. Methods: We investigate the performance of ChatGPT and LLaMA in embedding SMILES strings. Our evaluation focuses on two key applications: molecular property (MP) prediction and drug-drug interaction (DDI) prediction, both essential in drug development and healthcare. Results: We find that SMILES embeddings generated using LLaMA outperform those from ChatGPT in both MP and DDI prediction tasks. Notably, LLaMA-based SMILES embeddings show results comparable to existing methods in both prediction tasks. Conclusion: The application of LLMs in cheminformatics, particularly in utilizing SMILES embeddings, shows significant promise for advancing drug development. This includes improving the prediction of chemical properties and facilitating the drug discovery process. GitHub: this https URL","Fri, 5 Jan 2024 18:31:34 UTC (975 KB)[v2] Mon, 5 Feb 2024 18:24:51 UTC (974 KB)"
"127","Hybrid quantum cycle generative adversarial network for small molecule generation","Matvei Anoshin, Asel Sagingalieva, Christopher Mansell, Vishal Shete, Markus Pflitsch, Alexey Melnikov","Biomolecules (q-bio.BM)","The contemporary drug design process demands considerable time and resources to develop each new compound entering the market. Generating small molecules is a pivotal aspect of drug discovery, essential for developing innovative pharmaceuticals. Uniqueness, validity, diversity, druglikeliness, synthesizability, and solubility molecular pharmacokinetic properties, however, are yet to be maximized. This work introduces several new generative adversarial network models based on engineering integration of parametrized quantum circuits into known molecular generative adversarial networks. The introduced machine learning models incorporate a new multi-parameter reward function grounded in reinforcement learning principles. Through extensive experimentation on benchmark drug design datasets, QM9 and PC9, the introduced models are shown to outperform scores achieved previously. Most prominently, the new scores indicate an increase of up to 30% in the druglikeness quantitative estimation. The new hybrid quantum machine learning algorithms, as well as the achieved scores of pharmacokinetic properties, contribute to the development of fast and accurate drug discovery processes.","Thu, 28 Dec 2023 14:10:26 UTC (2,934 KB)"
"128","Hypermultiplexed Integrated Tensor Optical Processor","Shaoyuan Ou, Alexander Sludds, Ryan Hamerly, Ke Zhang, Hanke Feng, Eric Zhong, Cheng Wang, Dirk Englund, Mengjie Yu, Zaijun Chen","Emerging Technologies (cs.ET)","The escalating data volume and complexity resulting from the rapid expansion of artificial intelligence (AI), internet of things (IoT) and 5G/6G mobile networks is creating an urgent need for energy-efficient, scalable computing hardware. Here we demonstrate a hypermultiplexed integrated tensor optical processor (HITOP) that performs trillions of operations per second (TeraOPS) at the energy cost of 25 femtojoule per operation (25 fJ/OP). Based on space-time-wavelength three-dimensional (3D) data streaming, HITOP is built with arrays of wafer-fabricated III/V-based micron-scale lasers (spanning ~1 THz) incorporating thin-film Lithium-Niobate electro-optic (EO) photonics. Multidimensional parallelism allows matrix-matrix multiplications ($N^{3}$ operations) using $O(N)$ devices, facilitating scalable on-chip integration. With each device activating 10 billion parameters per second, the HITOP scalability is validated in machine learning models with 405,000 parameters, which is 25,000 times more than previous integrated optical systems. A combination of high clockrates (10 GS/s), parallel processing and real-time reprogrammability unlocks the full potential of light for next-generation AI accelerators in applications ranging from training with trillions of parameters, real-time decision making in autonomous vehicles and robotics, dynamic optimization in smart manufacturing, to complex simulation for climate modeling and drug discovery.","Wed, 31 Jan 2024 18:14:13 UTC (2,188 KB)[v2] Sun, 11 Feb 2024 07:30:29 UTC (14,508 KB)[v3] Tue, 13 Feb 2024 16:03:44 UTC (14,508 KB)"
"129","Graph Multi-Similarity Learning for Molecular Property Prediction","Hao Xu, Zhengyang Zhou, Pengyu Hong","Machine Learning (cs.LG)","Enhancing accurate molecular property prediction relies on effective and proficient representation learning. It is crucial to incorporate diverse molecular relationships characterized by multi-similarity (self-similarity and relative similarities) between molecules. However, current molecular representation learning methods fall short in exploring multi-similarity and often underestimate the complexity of relationships between molecules. Additionally, previous multi-similarity approaches require the specification of positive and negative pairs to attribute distinct predefined weights to different relative similarities, which can introduce potential bias. In this work, we introduce Graph Multi-Similarity Learning for Molecular Property Prediction (GraphMSL) framework, along with a novel approach to formulate a generalized multi-similarity metric without the need to define positive and negative pairs. In each of the chemical modality spaces (e.g.,molecular depiction image, fingerprint, NMR, and SMILES) under consideration, we first define a self-similarity metric (i.e., similarity between an anchor molecule and another molecule), and then transform it into a generalized multi-similarity metric for the anchor through a pair weighting function. GraphMSL validates the efficacy of the multi-similarity metric across MoleculeNet datasets. Furthermore, these metrics of all modalities are integrated into a multimodal multi-similarity metric, which showcases the potential to improve the performance. Moreover, the focus of the model can be redirected or customized by altering the fusion function. Last but not least, GraphMSL proves effective in drug discovery evaluations through post-hoc analyses of the learnt representations.","Wed, 31 Jan 2024 05:59:38 UTC (1,595 KB)[v2] Fri, 2 Feb 2024 05:04:21 UTC (1,764 KB)"
"130","A large dataset curation and benchmark for drug target interaction","Alex Golts, Vadim Ratner, Yoel Shoshan, Moshe Raboh, Sagi Polaczek, Michal Ozery-Flato, Daniel Shats, Liam Hazan, Sivan Ravid, Efrat Hexter","Biomolecules (q-bio.BM)","Bioactivity data plays a key role in drug discovery and repurposing. The resource-demanding nature of \textit{in vitro} and \textit{in vivo} experiments, as well as the recent advances in data-driven computational biochemistry research, highlight the importance of \textit{in silico} drug target interaction (DTI) prediction approaches. While numerous large public bioactivity data sources exist, research in the field could benefit from better standardization of existing data resources. At present, different research works that share similar goals are often difficult to compare properly because of different choices of data sources and train/validation/test split strategies. Additionally, many works are based on small data subsets, leading to results and insights of possible limited validity. In this paper we propose a way to standardize and represent efficiently a very large dataset curated from multiple public sources, split the data into train, validation and test sets based on different meaningful strategies, and provide a concrete evaluation protocol to accomplish a benchmark. We analyze the proposed data curation, prove its usefulness and validate the proposed benchmark through experimental studies based on an existing neural network model.","Tue, 30 Jan 2024 17:06:25 UTC (82 KB)"
"131","MolPLA: A Molecular Pretraining Framework for Learning Cores, R-Groups and their Linker Joints","Mogan Gim, Jueon Park, Soyon Park, Sanghoon Lee, Seungheun Baek, Junhyun Lee, Ngoc-Quang Nguyen, Jaewoo Kang","Machine Learning (cs.LG)","Molecular core structures and R-groups are essential concepts in drug development. Integration of these concepts with conventional graph pre-training approaches can promote deeper understanding in molecules. We propose MolPLA, a novel pre-training framework that employs masked graph contrastive learning in understanding the underlying decomposable parts inmolecules that implicate their core structure and peripheral R-groups. Furthermore, we formulate an additional framework that grants MolPLA the ability to help chemists find replaceable R-groups in lead optimization scenarios. Experimental results on molecular property prediction show that MolPLA exhibits predictability comparable to current state-of-the-art models. Qualitative analysis implicate that MolPLA is capable of distinguishing core and R-group sub-structures, identifying decomposable regions in molecules and contributing to lead optimization scenarios by rationally suggesting R-group replacements given various query core templates. The code implementation for MolPLA and its pre-trained model checkpoint is available at this https URL","Tue, 30 Jan 2024 06:20:08 UTC (2,172 KB)"
"132","Fast Dual-Regularized Autoencoder for Sparse Biological Data","Aleksandar Poleksic","Machine Learning (cs.LG)","Relationship inference from sparse data is an important task with applications ranging from product recommendation to drug discovery. A recently proposed linear model for sparse matrix completion has demonstrated surprising advantage in speed and accuracy over more sophisticated recommender systems algorithms. Here we extend the linear model to develop a shallow autoencoder for the dual neighborhood-regularized matrix completion problem. We demonstrate the speed and accuracy advantage of our approach over the existing state-of-the-art in predicting drug-target interactions and drug-disease associations.","Tue, 30 Jan 2024 01:28:48 UTC (279 KB)[v2] Wed, 13 Mar 2024 17:03:40 UTC (307 KB)"
"133","Learning big logical rules by joining small rules","Céline Hocquette, Andreas Niskanen, Rolf Morel, Matti Järvisalo, Andrew Cropper","Machine Learning (cs.LG)","A major challenge in inductive logic programming is learning big rules. To address this challenge, we introduce an approach where we join small rules to learn big rules. We implement our approach in a constraint-driven system and use constraint solvers to efficiently join rules. Our experiments on many domains, including game playing and drug design, show that our approach can (i) learn rules with more than 100 literals, and (ii) drastically outperform existing approaches in terms of predictive accuracies.","Mon, 29 Jan 2024 15:09:40 UTC (117 KB)"
"134","A Multi-Grained Symmetric Differential Equation Model for Learning Protein-Ligand Binding Dynamics","Shengchao Liu, Weitao Du, Yanjing Li, Zhuoxinran Li, Vignesh Bhethanabotla, Nakul Rampal, Omar Yaghi, Christian Borgs, Anima Anandkumar, Hongyu Guo, Jennifer Chayes","Machine Learning (cs.LG)","In drug discovery, molecular dynamics (MD) simulation for protein-ligand binding provides a powerful tool for predicting binding affinities, estimating transport properties, and exploring pocket sites. There has been a long history of improving the efficiency of MD simulations through better numerical methods and, more recently, by utilizing machine learning (ML) methods. Yet, challenges remain, such as accurate modeling of extended-timescale simulations. To address this issue, we propose NeuralMD, the first ML surrogate that can facilitate numerical MD and provide accurate simulations in protein-ligand binding. We propose a principled approach that incorporates a novel physics-informed multi-grained group symmetric framework. Specifically, we propose (1) a BindingNet model that satisfies group symmetry using vector frames and captures the multi-level protein-ligand interactions, and (2) an augmented neural differential equation solver that learns the trajectory under Newtonian mechanics. For the experiment, we design ten single-trajectory and three multi-trajectory binding simulation tasks. We show the efficiency and effectiveness of NeuralMD, with a 2000$\times$ speedup over standard numerical MD simulation and outperforming all other ML approaches by up to 80% under the stability metric. We further qualitatively show that NeuralMD reaches more stable binding predictions compared to other machine learning methods.","Fri, 26 Jan 2024 09:35:17 UTC (11,870 KB)[v2] Thu, 1 Feb 2024 07:34:53 UTC (11,872 KB)"
"135","Anti-CD44-Conjugated Olive Oil Liquid Nanocapsules for Targeting Pancreatic Cancer Stem Cells","Saul A. Navarro-Marchal, Carmen Grinan-Lisan, Jose Manuel Entrena, Gloria Ruiz-Alcala, Maria Tristan-Manzano, Francisco Martin, Ignacio Perez-Victoria, Jose Manuel Peula-Garcia, Juan Antonio Marchal","Biological Physics (physics.bio-ph)","The latest trends in cancer research and nanomedicine focus on using nanocarriers to target cancer stem cells (CSCs). Specifically, lipid liquid nanocapsules are usually developed as nanocarriers for lipophilic drug delivery. Here, we developed olive oil liquid NCs (O2LNCs) functionalized by covalent coupling of an anti-CD44-fluorescein isothiocyanate antibody ({\alpha}CD44). First, O2LNCs are formed by a core of olive oil surrounded by a shell containing phospholipids, a nonionic surfactant, and deoxycholic acid molecules. Then, O2LNCs were coated with an {\alpha}CD44 antibody ({\alpha}CD44-O2LNC). The optimization of an {\alpha}CD44 coating procedure, a complete physicochemical characterization, as well as clear evidence of their efficacy in vitro and in vivo were demonstrated. Our results indicate the high targeted uptake of these {\alpha}CD44-O2LNCs, and the increased antitumor efficacy (up to four times) of paclitaxel-loaded-{\alpha}CD44-O2LNC compared to free paclitaxel in pancreatic CSCs (PCSCs). Also, {\alpha}CD44-O2LNCs were able to selectively target PCSCs in an orthotopic xenotransplant in vivo model.","Thu, 25 Jan 2024 11:22:36 UTC (1,195 KB)"
"136","Endowing Protein Language Models with Structural Knowledge","Dexiong Chen, Philip Hartout, Paolo Pellizzoni, Carlos Oliver, Karsten Borgwardt","Quantitative Methods (q-bio.QM)","Understanding the relationships between protein sequence, structure and function is a long-standing biological challenge with manifold implications from drug design to our understanding of evolution. Recently, protein language models have emerged as the preferred method for this challenge, thanks to their ability to harness large sequence databases. Yet, their reliance on expansive sequence data and parameter sets limits their flexibility and practicality in real-world scenarios. Concurrently, the recent surge in computationally predicted protein structures unlocks new opportunities in protein representation learning. While promising, the computational burden carried by such complex data still hinders widely-adopted practical applications. To address these limitations, we introduce a novel framework that enhances protein language models by integrating protein structural data. Drawing from recent advances in graph transformers, our approach refines the self-attention mechanisms of pretrained language transformers by integrating structural information with structure extractor modules. This refined model, termed Protein Structure Transformer (PST), is further pretrained on a small protein structure database, using the same masked language modeling objective as traditional protein language models. Empirical evaluations of PST demonstrate its superior parameter efficiency relative to protein language models, despite being pretrained on a dataset comprising only 542K structures. Notably, PST consistently outperforms the state-of-the-art foundation model for protein sequences, ESM-2, setting a new benchmark in protein function prediction. Our findings underscore the potential of integrating structural information into protein language models, paving the way for more effective and efficient protein modeling Code and pretrained models are available at this https URL.","Fri, 26 Jan 2024 12:47:54 UTC (2,281 KB)"
"137","PepGB: Facilitating peptide drug discovery via graph neural networks","Yipin Lei, Xu Wang, Meng Fang, Han Li, Xiang Li, Jianyang Zeng","Biomolecules (q-bio.BM)","Peptides offer great biomedical potential and serve as promising drug candidates. Currently, the majority of approved peptide drugs are directly derived from well-explored natural human peptides. It is quite necessary to utilize advanced deep learning techniques to identify novel peptide drugs in the vast, unexplored biochemical space. Despite various in silico methods having been developed to accelerate peptide early drug discovery, existing models face challenges of overfitting and lacking generalizability due to the limited size, imbalanced distribution and inconsistent quality of experimental data. In this study, we propose PepGB, a deep learning framework to facilitate peptide early drug discovery by predicting peptide-protein interactions (PepPIs). Employing graph neural networks, PepGB incorporates a fine-grained perturbation module and a dual-view objective with contrastive learning-based peptide pre-trained representation to predict PepPIs. Through rigorous evaluations, we demonstrated that PepGB greatly outperforms baselines and can accurately identify PepPIs for novel targets and peptide hits, thereby contributing to the target identification and hit discovery processes. Next, we derive an extended version, diPepGB, to tackle the bottleneck of modeling highly imbalanced data prevalent in lead generation and optimization processes. Utilizing directed edges to represent relative binding strength between two peptide nodes, diPepGB achieves superior performance in real-world assays. In summary, our proposed frameworks can serve as potent tools to facilitate peptide early drug discovery.","Fri, 26 Jan 2024 06:13:09 UTC (1,701 KB)"
"138","Improving Antibody Humanness Prediction using Patent Data","Talip Ucar, Aubin Ramon, Dino Oglic, Rebecca Croasdale-Wood, Tom Diethe, Pietro Sormanni","Quantitative Methods (q-bio.QM)","We investigate the potential of patent data for improving the antibody humanness prediction using a multi-stage, multi-loss training process. Humanness serves as a proxy for the immunogenic response to antibody therapeutics, one of the major causes of attrition in drug discovery and a challenging obstacle for their use in clinical settings. We pose the initial learning stage as a weakly-supervised contrastive-learning problem, where each antibody sequence is associated with possibly multiple identifiers of function and the objective is to learn an encoder that groups them according to their patented properties. We then freeze a part of the contrastive encoder and continue training it on the patent data using the cross-entropy loss to predict the humanness score of a given antibody sequence. We illustrate the utility of the patent data and our approach by performing inference on three different immunogenicity datasets, unseen during training. Our empirical results demonstrate that the learned model consistently outperforms the alternative baselines and establishes new state-of-the-art on five out of six inference tasks, irrespective of the used metric.","Thu, 25 Jan 2024 16:04:17 UTC (48,761 KB)[v2] Wed, 31 Jan 2024 07:12:52 UTC (48,763 KB)"
"139","Dual-trigger release of berberine chloride from the Gelatin/Perfluorohexane core-shell structure","Mahshid Givarian, Fathollah Moztarzadeh, Maryam Ghaffari, AmirHossein Bahmanpour, Maryam Mollazadeh-Bajestani, Manijhe Mokhtari-Dizaji, Fatemeh Mehradnia","Quantitative Methods (q-bio.QM)","The development of smart nanocarriers that enable controlled drug release in response to internal and external triggers is an emerging approach for targeted therapy. This study focused on designing pH-sensitive, ultrasound-responsive gelatin/perfluorohexane (PFH) nanodroplets loaded with berberine chloride as a model drug. The nanodroplets were prepared using an emulsion technique and optimized by varying process parameters like homogenization rate, polymer concentration, surfactant, drug, and perfluorocarbon content. The optimal formulation yielded nanodroplets with a particle size of 281.7 nm, a drug encapsulation efficiency of 66.8, and a passive drug release of 15.4 within 24 hours. Characterization confirmed successful encapsulation and pH-responsive behavior. Ultrasound stimulation significantly enhanced drug release, with 150 kHz being more effective than 1 MHz in triggering acoustic droplet vaporization while minimizing heat generation. After 10 minutes of radiation, the optimal formulation showed 89.4% cumulative drug release. The nanodroplets displayed stability over one month at 4°C. Overall, the dual-triggered nanodroplets demonstrate excellent potential for controlled delivery and targeted release of berberine chloride.","Thu, 25 Jan 2024 13:29:05 UTC (703 KB)"
"140","Inverse Molecular Design with Multi-Conditional Diffusion Guidance","Gang Liu, Jiaxin Xu, Tengfei Luo, Meng Jiang","Machine Learning (cs.LG)","Inverse molecular design with diffusion models holds great potential for advancements in material and drug discovery. Despite success in unconditional molecule generation, integrating multiple properties such as synthetic score and gas permeability as condition constraints into diffusion models remains unexplored. We introduce multi-conditional diffusion guidance. The proposed Transformer-based denoising model has a condition encoder that learns the representations of numerical and categorical conditions. The denoising model, consisting of a structure encoder-decoder, is trained for denoising under the representation of conditions. The diffusion process becomes graph-dependent to accurately estimate graph-related noise in molecules, unlike the previous models that focus solely on the marginal distributions of atoms or bonds. We extensively validate our model for multi-conditional polymer and small molecule generation. Results demonstrate our superiority across metrics from distribution learning to condition control for molecular properties. An inverse polymer design task for gas separation with feedback from domain experts further demonstrates its practical utility.","Wed, 24 Jan 2024 23:45:31 UTC (10,235 KB)"
"141","A Bayesian hierarchical mixture cure modelling framework to utilize multiple survival datasets for long-term survivorship estimates: A case study from previously untreated metastatic melanoma","Nathan Green, Murat Kurt, Andriy Moshyk, James Larkin, Gianluca Baio","Applications (stat.AP)","Time to an event of interest over a lifetime is a central measure of the clinical benefit of an intervention used in a health technology assessment (HTA). Within the same trial multiple end-points may also be considered. For example, overall and progression-free survival time for different drugs in oncology studies. A common challenge is when an intervention is only effective for some proportion of the population who are not clinically identifiable. Therefore, latent group membership as well as separate survival models for groups identified need to be estimated. However, follow-up in trials may be relatively short leading to substantial censoring. We present a general Bayesian hierarchical framework that can handle this complexity by exploiting the similarity of cure fractions between end-points; accounting for the correlation between them and improving the extrapolation beyond the observed data. Assuming exchangeability between cure fractions facilitates the borrowing of information between end-points. We show the benefits of using our approach with a motivating example, the CheckMate 067 phase 3 trial consisting of patients with metastatic melanoma treated with first line therapy.","Wed, 24 Jan 2024 21:35:45 UTC (10,881 KB)"
"142","The assessment of replicability using the sum of p-values","Leonhard Held, Samuel Pawel, Charlotte Micheloud","Applications (stat.AP)","Statistical significance of both the original and the replication study is a commonly used criterion to assess replication attempts, also known as the two-trials rule in drug development. However, replication studies are sometimes conducted although the original study is non-significant, in which case Type-I error rate control across both studies is no longer guaranteed. We propose an alternative method to assess replicability using the sum of p-values from the two studies. The approach provides a combined p-value and can be calibrated to control the overall Type-I error rate at the same level as the two-trials rule but allows for replication success even if the original study is non-significant. The unweighted version requires a less restrictive level of significance at replication if the original study is already convincing which facilitates sample size reductions of up to 10%. Downweighting the original study accounts for possible bias and requires a more stringent significance level and larger samples sizes at replication. Data from four large-scale replication projects are used to illustrate and compare the proposed method with the two-trials rule, meta-analysis and Fisher's combination method.","Wed, 24 Jan 2024 17:43:55 UTC (137 KB)"
"143","TEPI: Taxonomy-aware Embedding and Pseudo-Imaging for Scarcely-labeled Zero-shot Genome Classification","Sathyanarayanan Aakur, Vishalini R. Laguduva, Priyadharsini Ramamurthy, Akhilesh Ramachandran","Genomics (q-bio.GN)","A species' genetic code or genome encodes valuable evolutionary, biological, and phylogenetic information that aids in species recognition, taxonomic classification, and understanding genetic predispositions like drug resistance and virulence. However, the vast number of potential species poses significant challenges in developing a general-purpose whole genome classification tool. Traditional bioinformatics tools have made notable progress but lack scalability and are computationally expensive. Machine learning-based frameworks show promise but must address the issue of large classification vocabularies with long-tail distributions. In this study, we propose addressing this problem through zero-shot learning using TEPI, Taxonomy-aware Embedding and Pseudo-Imaging. We represent each genome as pseudo-images and map them to a taxonomy-aware embedding space for reasoning and classification. This embedding space captures compositional and phylogenetic relationships of species, enabling predictions in extensive search spaces. We evaluate TEPI using two rigorous zero-shot settings and demonstrate its generalization capabilities qualitatively on curated, large-scale, publicly sourced data.","Wed, 24 Jan 2024 04:16:28 UTC (2,733 KB)"
"144","Quantum-Inspired Machine Learning for Molecular Docking","Runqiu Shu, Bowen Liu, Zhaoping Xiong, Xiaopeng Cui, Yunting Li, Wei Cui, Man-Hong Yung, Nan Qiao","Chemical Physics (physics.chem-ph)","Molecular docking is an important tool for structure-based drug design, accelerating the efficiency of drug development. Complex and dynamic binding processes between proteins and small molecules require searching and sampling over a wide spatial range. Traditional docking by searching for possible binding sites and conformations is computationally complex and results poorly under blind docking. Quantum-inspired algorithms combining quantum properties and annealing show great advantages in solving combinatorial optimization problems. Inspired by this, we achieve an improved in blind docking by using quantum-inspired combined with gradients learned by deep learning in the encoded molecular space. Numerical simulation shows that our method outperforms traditional docking algorithms and deep learning-based algorithms over 10\%. Compared to the current state-of-the-art deep learning-based docking algorithm DiffDock, the success rate of Top-1 (RMSD<2) achieves an improvement from 33\% to 35\% in our same setup. In particular, a 6\% improvement is realized in the high-precision region(RMSD<1) on molecules data unseen in DiffDock, which demonstrates the well-generalized of our method.","Mon, 22 Jan 2024 09:16:41 UTC (264 KB)[v2] Thu, 22 Feb 2024 02:56:06 UTC (264 KB)"
